subject,stim,rt,choice,conf
7,WW,1960,1,HC
7,WL,1030,1,LC
7,LL,1830,0,HC
7,WW,895,1,HC
7,WL,1700,0,LC
7,WL,1260,1,LC
7,WW,917,1,HC
7,LL,694,1,HC
7,WL,1040,1,LC
7,WL,1620,0,LC
7,WW,1350,0,HC
7,LL,977,1,HC
7,WL,748,0,LC
7,WL,1110,1,LC
7,LL,759,0,HC
7,WW,692,1,HC
7,LL,1780,1,HC
7,WW,1390,1,HC
7,WL,1480,1,LC
7,WW,1270,1,HC
7,WL,1990,1,LC
7,LL,965,1,HC
7,WL,1570,1,LC
7,WL,1330,1,LC
7,LL,1130,1,HC
7,WW,1200,1,HC
7,WL,1050,0,LC
7,WW,1110,1,HC
7,WL,1430,1,LC
7,LL,2710,1,HC
7,WL,2440,1,LC
7,WL,2370,0,LC
7,WW,1560,1,HC
7,LL,1360,0,HC
7,WW,1970,1,HC
7,LL,1140,0,HC
7,WL,727,0,LC
7,WL,1260,1,LC
7,WL,1040,1,LC
7,WL,1040,0,LC
7,WW,1170,1,HC
7,LL,1200,0,HC
7,WL,1580,1,LC
7,WW,971,1,HC
7,LL,1770,0,HC
7,WL,1140,0,LC
7,LL,1700,0,HC
7,WL,1310,0,LC
7,WL,1040,1,LC
7,WW,1450,0,HC
7,WL,1240,1,LC
7,WL,1600,1,LC
7,LL,717,0,HC
7,WW,1520,1,HC
7,LL,1080,0,HC
7,WL,704,0,LC
7,WL,855,1,LC
7,WL,1840,0,LC
7,WW,1890,0,HC
7,LL,3240,1,HC
7,WL,1300,1,LC
7,WL,1020,1,LC
7,LL,1430,1,HC
7,WW,1040,0,HC
7,WL,2280,1,LC
7,LL,694,0,HC
7,WL,1240,0,LC
7,WW,800,0,HC
7,WL,1860,1,LC
7,WL,1130,0,LC
7,LL,2540,1,HC
7,WW,1380,0,HC
7,WW,1220,0,HC
7,WL,2540,1,LC
7,LL,1230,1,HC
7,WL,1750,0,LC
7,WL,1360,1,LC
7,WL,889,1,LC
7,LL,1060,0,HC
7,WW,1400,0,HC
7,WL,2030,0,LC
7,WL,1960,1,LC
7,LL,3130,0,HC
7,WW,1260,0,HC
7,LL,948,0,HC
7,WL,727,0,LC
7,WW,1490,1,HC
7,WL,832,1,LC
7,WW,2800,1,HC
7,WL,2020,1,LC
7,WL,2900,1,LC
7,LL,3090,0,HC
7,WW,2200,1,HC
7,LL,2650,1,HC
7,WL,1090,1,LC
7,WW,2010,0,HC
7,LL,821,1,HC
7,WL,2450,1,LC
7,WL,1030,0,LC
7,WW,909,1,HC
7,WL,853,0,LC
7,LL,1220,1,HC
8,WL,1170,1,LC
8,LL,1500,0,HC
8,WW,3320,1,HC
8,WL,612,1,LC
8,WW,2170,0,HC
8,WL,1610,1,LC
8,LL,2710,1,HC
8,WL,1540,1,LC
8,WL,1270,1,LC
8,WW,1250,1,HC
8,WL,1380,1,LC
8,LL,2000,1,HC
8,WL,990,1,LC
8,LL,1550,1,HC
8,WW,896,1,HC
8,WL,2000,0,LC
8,WW,2840,1,HC
8,LL,1010,1,HC
8,WL,1760,1,LC
8,WL,1630,1,LC
8,LL,1230,1,HC
8,WL,2230,0,LC
8,WW,1690,0,HC
8,LL,2810,1,HC
8,WL,982,1,LC
8,WW,2440,0,HC
8,WL,1330,1,LC
8,LL,1060,1,HC
8,WW,930,1,HC
8,WL,956,1,LC
8,WL,978,1,LC
8,WW,2310,0,HC
8,WL,1120,1,LC
8,WL,2880,0,LC
8,LL,1580,1,HC
8,LL,2000,1,HC
8,WL,1710,1,LC
8,WW,1340,1,HC
8,WL,1080,1,LC
8,WL,2900,1,LC
8,LL,1210,0,HC
8,WW,1540,1,HC
8,WL,1650,1,LC
8,WL,1830,0,LC
8,WL,1440,1,LC
8,LL,1410,0,HC
8,WW,1170,0,HC
8,WL,2010,1,LC
8,LL,2830,0,HC
8,WW,2230,0,HC
8,WL,1520,0,LC
8,WW,1910,1,HC
8,LL,2340,0,HC
8,WL,958,1,LC
8,WL,1540,0,LC
8,LL,1160,0,HC
8,WL,1970,0,LC
8,WW,2980,1,HC
8,WL,1210,1,LC
8,WW,735,1,HC
8,WL,945,0,LC
8,WL,2630,0,LC
8,LL,1370,0,HC
8,LL,1680,1,HC
8,WL,1530,0,LC
8,WW,1440,1,HC
8,WL,2580,1,LC
8,WL,857,1,LC
8,WW,702,0,HC
8,WL,1070,0,LC
8,LL,1250,1,HC
8,WL,1360,0,LC
8,WL,1270,0,LC
8,WW,1190,0,HC
8,LL,1640,1,HC
8,LL,1650,1,HC
8,WW,1310,0,HC
8,WL,1170,1,LC
8,WL,1100,0,LC
8,LL,1430,1,HC
8,WW,1750,0,HC
8,WL,1790,0,LC
8,WL,901,1,LC
8,WL,1620,0,LC
8,WW,2230,0,HC
8,LL,2130,0,HC
8,LL,1320,0,HC
8,WL,1530,1,LC
8,WL,1060,0,LC
8,WW,1300,1,HC
8,WL,1000,0,LC
8,WL,1620,1,LC
8,WW,1220,0,HC
8,LL,1180,1,HC
8,WL,1420,1,LC
8,WL,1340,1,LC
8,LL,2140,0,HC
8,WL,2610,0,LC
8,WL,1540,0,LC
8,LL,1890,0,HC
8,WW,1470,0,HC
8,WL,948,1,LC
8,WL,1880,0,LC
8,LL,888,0,HC
8,WL,2400,1,LC
8,WL,2610,0,LC
8,WW,1700,1,HC
8,WL,1360,1,LC
8,WL,1340,1,LC
8,LL,1420,1,HC
8,WW,1330,0,HC
8,LL,1870,1,HC
8,WW,1970,1,HC
8,WL,901,1,LC
8,WL,1310,0,LC
8,WL,1030,1,LC
8,WW,1100,1,HC
8,WL,1100,1,LC
8,LL,927,1,HC
8,WL,923,1,LC
8,WW,683,0,HC
8,WL,1900,0,LC
8,LL,1020,0,HC
8,WW,2610,1,HC
8,WL,801,1,LC
8,WL,1880,1,LC
8,WW,2020,0,HC
8,WL,685,1,LC
8,LL,2940,1,HC
8,WL,1950,1,LC
8,WW,1300,0,HC
8,WL,1920,0,LC
8,LL,675,1,HC
8,LL,709,1,HC
8,WL,2480,1,LC
8,WW,892,0,HC
8,WL,1010,0,LC
8,WL,1500,1,LC
8,LL,2270,1,HC
8,WL,2850,1,LC
8,WW,1490,0,HC
8,WL,1100,1,LC
8,WL,1010,1,LC
8,LL,2940,1,HC
8,LL,1390,1,HC
8,WL,1820,1,LC
8,WL,1620,0,LC
8,WL,1270,1,LC
8,WW,953,1,HC
8,WL,1300,1,LC
8,LL,2460,1,HC
8,WW,891,1,HC
8,WL,2510,0,LC
8,WL,1330,1,LC
8,WL,2000,0,LC
8,WW,1210,1,HC
8,LL,928,0,HC
8,WL,1280,1,LC
8,WW,682,1,HC
8,LL,1450,0,HC
8,WL,1460,0,LC
8,WL,981,1,LC
8,WL,1060,1,LC
8,WL,2900,1,LC
8,WW,3640,1,HC
8,LL,1850,1,HC
8,WL,1670,1,LC
8,LL,1790,1,HC
8,WW,2740,1,HC
8,WL,913,1,LC
8,WL,1040,1,LC
8,WL,1460,1,LC
8,LL,1470,1,HC
8,LL,1220,1,HC
8,LL,1950,1,HC
8,WL,1430,1,LC
8,WL,1370,1,LC
8,WL,1010,1,LC
8,LL,1750,1,HC
8,WW,2380,1,HC
8,WL,974,1,LC
8,WL,1470,1,LC
8,LL,2060,1,HC
8,WL,2060,1,LC
8,WW,1510,1,HC
8,WL,1290,1,LC
8,WL,1210,1,LC
8,WW,910,1,HC
8,LL,1040,1,HC
8,WW,1200,1,HC
8,LL,2780,1,HC
8,WL,1210,1,LC
8,WL,1210,1,LC
8,WL,1600,1,LC
8,LL,1720,1,HC
8,WW,1250,1,HC
8,WW,1060,1,HC
8,WL,1430,1,LC
8,LL,2390,1,HC
8,WL,1010,1,LC
8,WW,1290,1,HC
8,WL,866,1,LC
8,LL,1900,1,HC
8,WL,2660,1,LC
8,WW,1810,1,HC
8,WL,1760,1,LC
8,WL,1000,1,LC
8,LL,2680,0,HC
8,WW,3190,1,HC
8,WL,2920,0,LC
8,WL,1880,1,LC
8,WL,1500,1,LC
8,LL,1370,0,HC
8,WL,1710,1,LC
8,WW,1150,1,HC
8,LL,1940,0,HC
8,WW,3340,1,HC
8,WL,1260,0,LC
8,WL,1890,1,LC
8,WW,1750,1,HC
8,WL,845,1,LC
8,LL,2720,1,HC
8,WL,879,1,LC
8,WL,1480,1,LC
8,WW,646,0,HC
8,WL,766,1,LC
8,LL,1080,0,HC
8,LL,1220,0,HC
8,WL,1030,1,LC
8,WW,863,1,HC
8,WL,1670,1,LC
8,WW,1020,1,HC
8,WL,1620,1,LC
8,WL,874,1,LC
8,LL,1200,0,HC
8,WW,1040,1,HC
8,WL,2950,1,LC
8,LL,1960,1,HC
8,WL,806,1,LC
8,WL,808,1,LC
8,LL,2850,1,HC
8,WW,926,1,HC
8,WL,1410,1,LC
8,WL,1140,1,LC
8,WL,927,1,LC
8,WW,841,1,HC
8,LL,1660,1,HC
8,WL,2190,1,LC
8,WW,853,1,HC
8,WL,933,1,LC
8,LL,1860,1,HC
8,WL,1960,1,LC
8,WL,1850,1,LC
8,WW,1700,1,HC
8,LL,2150,0,HC
8,WW,2410,0,HC
8,LL,1340,1,HC
8,WL,1330,1,LC
8,WL,1140,1,LC
8,LL,1400,1,HC
8,WW,1130,1,HC
8,WL,1520,1,LC
8,WL,951,0,LC
8,WW,2310,0,HC
8,WL,1880,1,LC
8,WL,1420,1,LC
8,LL,1410,1,HC
8,WW,1330,1,HC
8,WL,1380,1,LC
8,LL,2980,1,HC
8,WL,1690,1,LC
8,WL,780,1,LC
8,WL,911,1,LC
8,LL,1750,1,HC
8,WW,1190,1,HC
8,WW,555,1,HC
8,LL,1110,0,HC
8,WL,958,1,LC
8,WL,2980,1,LC
8,WL,1570,1,LC
8,WW,979,1,HC
8,WL,617,1,LC
8,LL,2140,0,HC
8,LL,1930,1,HC
8,WL,1190,1,LC
8,WL,2580,1,LC
8,WW,1300,1,HC
8,LL,1420,1,HC
8,WL,2920,0,LC
8,WW,1660,1,HC
8,WL,1490,1,LC
8,WW,777,1,HC
8,LL,1460,1,HC
9,WL,1270,0,LC
9,WL,1200,1,LC
9,WW,556,0,HC
9,WL,620,0,LC
9,LL,496,1,HC
9,WL,491,1,LC
9,WL,725,1,LC
9,WW,511,1,HC
9,WL,2510,0,LC
9,WW,2860,0,HC
9,LL,870,0,HC
9,WL,1220,1,LC
9,WL,623,1,LC
9,LL,2870,1,HC
9,WL,774,1,LC
9,WL,937,0,LC
9,WW,1940,0,HC
9,WL,475,1,LC
9,WW,1110,0,HC
9,WL,1080,0,LC
9,WL,1200,0,LC
9,WW,954,0,HC
9,WL,739,1,LC
9,WL,991,0,LC
9,LL,1100,1,HC
9,WL,737,0,LC
9,WL,912,0,LC
9,WW,666,0,HC
9,LL,481,0,HC
9,LL,1510,1,HC
9,WW,2140,1,HC
9,WL,1360,1,LC
9,WL,1160,1,LC
9,WW,866,0,HC
9,LL,838,0,HC
9,WW,805,1,HC
9,LL,741,0,HC
9,WL,1040,0,LC
9,WL,2420,1,LC
9,WL,1720,0,LC
9,WL,1630,1,LC
9,LL,635,0,HC
9,WW,484,1,HC
9,WW,1370,0,HC
9,WL,1050,1,LC
9,WL,776,1,LC
9,LL,751,0,HC
9,WL,2080,1,LC
9,LL,2780,0,HC
9,WL,883,1,LC
9,WW,907,0,HC
9,WL,757,1,LC
9,LL,1350,1,HC
9,WL,825,1,LC
9,WW,817,0,HC
9,WW,2420,1,HC
9,WL,1420,1,LC
9,LL,825,1,HC
9,WL,804,1,LC
9,LL,1510,0,HC
9,WL,1050,0,LC
9,WW,1000,0,HC
9,WL,528,1,LC
9,WW,685,0,HC
9,WL,1450,1,LC
9,LL,1380,0,HC
9,WW,1070,0,HC
9,WL,1580,1,LC
9,WL,2590,1,LC
9,WL,711,1,LC
9,WW,746,0,HC
9,LL,2930,1,HC
9,WW,1300,1,HC
9,LL,1090,0,HC
9,WL,849,1,LC
9,WL,1970,0,LC
9,WW,1420,1,HC
9,WL,668,0,LC
9,WL,1700,1,LC
9,LL,756,0,HC
9,WL,3300,0,LC
9,WL,1080,1,LC
9,LL,1290,1,HC
9,LL,837,1,HC
9,WL,2020,1,LC
9,WW,707,0,HC
9,WL,1410,1,LC
9,WL,994,1,LC
9,WW,859,0,HC
9,LL,1740,1,HC
9,WL,736,1,LC
9,LL,958,0,HC
9,WL,1100,1,LC
9,WW,832,0,HC
9,WL,852,1,LC
9,WL,1130,0,LC
9,WW,1240,0,HC
9,LL,955,1,HC
9,WL,877,0,LC
9,LL,795,1,HC
9,WL,973,1,LC
9,WW,897,0,HC
9,WL,1720,1,LC
9,WW,1710,0,HC
9,WL,1470,1,LC
9,LL,1720,1,HC
9,LL,1000,1,HC
9,WL,1870,0,LC
9,WL,1900,1,LC
9,WW,1250,0,HC
9,WW,1140,0,HC
9,LL,1550,1,HC
9,WL,1230,0,LC
9,WL,1180,1,LC
9,WL,1300,1,LC
9,LL,1080,1,HC
9,WL,603,0,LC
9,WL,1050,1,LC
9,LL,1950,1,HC
9,WL,1630,1,LC
9,WL,1420,0,LC
9,LL,673,1,HC
9,WW,1030,1,HC
9,WL,1640,1,LC
9,LL,1140,1,HC
9,WW,1280,1,HC
9,WL,1220,1,LC
9,WL,2830,0,LC
9,LL,809,1,HC
9,WW,1550,0,HC
9,WL,1900,1,LC
9,LL,1550,1,HC
9,WW,1070,0,HC
9,WL,1750,1,LC
9,WL,1550,0,LC
9,WL,2870,0,LC
9,LL,1380,1,HC
9,WW,1630,0,HC
9,WL,1460,1,LC
9,LL,2020,1,HC
9,WW,1030,0,HC
9,WL,1360,1,LC
9,WL,1260,1,LC
9,WL,1880,0,LC
9,LL,2490,1,HC
9,WW,1920,0,HC
9,LL,2340,1,HC
9,WL,1820,1,LC
9,WL,1490,1,LC
9,WW,2040,1,HC
9,WL,2310,1,LC
9,WW,1370,0,HC
9,LL,1470,1,HC
9,WL,2100,1,LC
9,WL,2960,1,LC
9,WL,2720,1,LC
9,WW,862,1,HC
9,WW,2250,0,HC
9,WL,1510,1,LC
9,WL,954,1,LC
9,LL,2790,1,HC
9,WL,1940,1,LC
9,WW,2250,0,HC
9,WL,2640,1,LC
9,LL,2170,0,HC
9,LL,1370,0,HC
9,WL,855,0,LC
9,WW,1970,0,HC
9,WL,2390,1,LC
9,WL,1120,1,LC
9,WW,1760,1,HC
9,LL,1630,0,HC
9,LL,1740,0,HC
9,WL,2290,0,LC
9,WL,1240,1,LC
9,LL,2550,0,HC
9,WL,1130,1,LC
9,WW,1750,1,HC
9,LL,2390,1,HC
9,WW,2750,0,HC
9,WL,1010,1,LC
9,WL,759,0,LC
9,LL,1600,1,HC
9,WL,1710,1,LC
9,WL,1700,1,LC
9,WW,3250,0,HC
9,WL,1980,1,LC
9,WL,3210,1,LC
9,LL,1990,0,HC
9,WL,2120,1,LC
9,WL,1850,1,LC
9,WW,752,1,HC
9,WW,724,1,HC
9,LL,1500,1,HC
9,WL,1890,1,LC
9,WL,1340,1,LC
9,LL,2280,1,HC
9,WW,1810,0,HC
9,WL,1140,1,LC
9,WL,1170,1,LC
9,WW,1730,1,HC
9,WL,1270,1,LC
9,LL,2410,0,HC
9,WL,1590,1,LC
9,WL,1330,1,LC
9,WW,3070,0,HC
9,LL,1560,1,HC
9,WL,2040,1,LC
9,WL,1460,1,LC
9,WW,2650,0,HC
9,LL,1850,1,HC
9,WW,3120,0,HC
9,WL,1360,1,LC
9,WL,3480,0,LC
9,WL,1450,1,LC
9,WW,2930,0,HC
9,LL,1660,1,HC
10,LL,1800,0,HC
10,WL,2120,1,LC
10,WL,1540,0,LC
10,WW,1530,0,HC
10,WL,1480,1,LC
10,WW,1270,0,HC
10,LL,1900,0,HC
10,WL,2410,1,LC
10,LL,1470,0,HC
10,WW,909,0,HC
10,WL,1430,1,LC
10,WL,1070,1,LC
10,WL,1300,0,LC
10,WL,1110,0,LC
10,WW,2370,0,HC
10,LL,2230,1,HC
10,WW,1870,1,HC
10,LL,1980,1,HC
10,WL,1960,1,LC
10,WL,2210,1,LC
10,WW,2180,0,HC
10,WL,1190,1,LC
10,LL,1440,1,HC
10,WL,2080,1,LC
10,WL,1570,1,LC
10,WW,813,1,HC
10,LL,1500,1,HC
10,WL,1380,1,LC
10,WL,1470,1,LC
10,WL,1100,1,LC
10,LL,870,1,HC
10,WW,1890,1,HC
10,WW,1520,0,HC
10,LL,1380,1,HC
10,WL,1130,1,LC
10,WL,2010,0,LC
10,WL,1360,1,LC
10,LL,1050,1,HC
10,WW,1060,0,HC
10,WL,796,1,LC
10,LL,1090,1,HC
10,WL,1520,0,LC
10,WW,1040,0,HC
10,WL,2380,0,LC
10,WW,1500,0,HC
10,WL,1040,1,LC
10,LL,1310,1,HC
10,LL,1820,1,HC
10,WW,1870,1,HC
10,WL,1050,1,LC
10,WL,792,1,LC
10,WL,2550,1,LC
10,WW,763,1,HC
10,WL,1430,1,LC
10,LL,1010,1,HC
10,WW,968,1,HC
10,WL,934,1,LC
10,LL,1430,1,HC
10,WL,1690,1,LC
10,WW,1200,1,HC
10,LL,1630,1,HC
10,WL,826,1,LC
10,WL,1610,1,LC
10,WW,2010,1,HC
10,WL,1500,1,LC
10,LL,2310,1,HC
10,WL,1800,1,LC
10,WL,2040,1,LC
10,LL,1230,1,HC
10,WL,1520,1,LC
10,WW,941,1,HC
10,LL,983,1,HC
10,WL,1500,1,LC
10,WW,1140,1,HC
10,WL,1380,1,LC
10,WL,1410,1,LC
10,WW,1170,1,HC
10,WL,1700,1,LC
10,LL,1020,1,HC
10,LL,1760,1,HC
10,WL,1230,1,LC
10,WL,1690,1,LC
10,WW,1230,1,HC
10,WL,947,1,LC
10,LL,1950,1,HC
10,WL,1790,1,LC
10,WL,976,1,LC
10,LL,2020,1,HC
10,WL,1880,1,LC
10,WW,1190,1,HC
10,WW,1390,0,HC
10,WL,1170,1,LC
10,LL,1380,1,HC
10,WL,2050,1,LC
10,WL,1080,1,LC
10,LL,1180,1,HC
10,WL,1270,1,LC
10,WW,849,0,HC
10,WL,1120,1,LC
10,LL,2420,1,HC
10,WW,874,1,HC
10,WL,2360,1,LC
10,WL,1100,1,LC
10,WW,1710,1,HC
10,WW,738,1,HC
10,LL,1710,1,HC
10,WL,2350,0,LC
10,WL,1520,1,LC
10,WW,1670,1,HC
10,LL,2200,0,HC
10,WL,2030,1,LC
10,WL,1010,1,LC
10,LL,1700,0,HC
10,WW,1340,1,HC
10,WL,1630,1,LC
10,WL,732,1,LC
10,WW,897,1,HC
10,WL,650,1,LC
10,LL,1840,0,HC
10,WL,1360,0,LC
10,WL,911,1,LC
10,WL,1220,0,LC
10,LL,1240,0,HC
10,WW,1030,1,HC
10,LL,1130,1,HC
10,WL,1900,0,LC
10,WL,2150,1,LC
10,WW,1260,1,HC
10,WW,1050,1,HC
10,WL,1720,1,LC
10,WL,2220,0,LC
10,LL,1040,1,HC
10,WL,1140,1,LC
10,WL,978,1,LC
10,LL,1210,1,HC
10,WW,1180,1,HC
10,LL,1480,1,HC
10,WL,1890,0,LC
10,WW,925,1,HC
10,WL,859,1,LC
10,WL,1180,1,LC
10,LL,954,1,HC
10,WL,2200,1,LC
10,WW,1080,1,HC
10,WL,1120,1,LC
10,WL,1910,1,LC
10,LL,2460,0,HC
10,WW,1340,0,HC
10,WL,933,1,LC
10,WL,1110,1,LC
10,LL,1680,1,HC
10,WW,1670,1,HC
10,WL,2180,1,LC
10,LL,1300,1,HC
10,WL,1190,1,LC
10,WW,1470,1,HC
10,WL,2190,1,LC
10,LL,3390,0,HC
10,WL,1850,1,LC
10,WW,1060,1,HC
10,WL,1770,1,LC
10,WL,1740,1,LC
10,LL,2490,1,HC
10,WL,2060,0,LC
10,WL,1150,1,LC
10,WW,3060,0,HC
10,LL,2030,0,HC
10,WL,1410,1,LC
10,WW,1370,1,HC
10,WL,1200,1,LC
10,LL,1730,1,HC
10,WL,1770,1,LC
10,WW,2120,1,HC
10,LL,2790,1,HC
10,WL,1440,1,LC
10,WL,1310,1,LC
10,WW,1140,0,HC
10,WL,1820,1,LC
10,LL,1210,1,HC
10,WL,1310,1,LC
10,WW,1900,1,HC
10,LL,1650,1,HC
10,WL,1770,1,LC
10,WL,2010,1,LC
10,LL,2580,1,HC
10,WL,1430,0,LC
10,WW,1360,0,HC
10,WW,1970,0,HC
10,WL,2010,1,LC
10,WL,1470,1,LC
10,LL,1680,0,HC
10,WW,2330,0,HC
10,WL,2570,0,LC
10,LL,1170,0,HC
10,WL,2490,1,LC
10,WL,3590,1,LC
10,WW,1860,0,HC
10,WL,1730,1,LC
10,LL,1340,1,HC
10,WL,2940,1,LC
10,LL,1470,0,HC
10,WL,1790,0,LC
10,WW,2220,1,HC
10,WL,2580,0,LC
10,WW,1210,1,HC
10,WL,797,1,LC
10,LL,1350,0,HC
10,WW,1020,1,HC
10,LL,1510,0,HC
10,WL,1080,1,LC
10,WL,2110,0,LC
10,WL,976,0,LC
10,LL,1220,0,HC
10,WL,1050,1,LC
10,WW,1090,1,HC
10,LL,1120,0,HC
10,WL,1580,0,LC
10,WL,1360,1,LC
10,WW,912,1,HC
10,WL,1090,1,LC
10,WL,831,1,LC
10,WW,2310,1,HC
10,WL,1440,1,LC
10,WL,2070,1,LC
10,WW,1310,0,HC
10,LL,3460,0,HC
10,WW,1150,1,HC
10,WL,1060,1,LC
10,WL,843,1,LC
10,LL,2400,0,HC
10,WW,1250,1,HC
10,WL,962,1,LC
10,WL,1500,1,LC
10,WW,1130,1,HC
10,LL,2260,1,HC
10,WL,917,1,LC
10,WL,1980,1,LC
10,WL,1090,1,LC
10,WW,1090,1,HC
10,WL,1110,1,LC
10,LL,1030,1,HC
10,WW,1560,1,HC
10,LL,1850,1,HC
10,WL,2560,1,LC
10,WL,1230,1,LC
10,WL,958,1,LC
10,LL,1640,1,HC
10,WW,1020,1,HC
10,WL,1320,1,LC
10,WW,1570,0,HC
10,WL,1490,1,LC
10,WL,1170,1,LC
10,WL,1240,1,LC
10,WL,2920,1,LC
10,LL,3410,0,HC
10,WW,1500,0,HC
10,WW,1270,0,HC
10,LL,2500,1,HC
10,WL,1550,1,LC
10,WL,1400,1,LC
10,WL,2070,1,LC
10,LL,2610,1,HC
10,WW,1670,0,HC
10,WL,1140,1,LC
10,WL,1350,1,LC
10,WL,3050,0,LC
10,WW,2250,0,HC
10,LL,1340,1,HC
10,WL,1310,1,LC
10,WL,1950,0,LC
10,LL,1210,1,HC
10,WW,1350,0,HC
10,WL,1340,0,LC
10,LL,813,1,HC
10,WL,1050,1,LC
10,WW,1540,0,HC
10,LL,1220,1,HC
10,WL,1260,0,LC
10,WL,1010,1,LC
10,WL,2930,1,LC
10,LL,2850,1,HC
10,WL,1360,1,LC
10,WW,2430,0,HC
10,WL,2610,1,LC
10,LL,2020,0,HC
10,WL,2080,0,LC
10,WW,2940,1,HC
10,WL,2840,1,LC
10,WL,2040,1,LC
10,WW,2000,1,HC
10,LL,2990,1,HC
10,WL,3040,1,LC
10,WL,2610,1,LC
10,WW,2290,0,HC
10,LL,2180,1,HC
10,WL,1240,1,LC
10,WW,2660,1,HC
10,LL,1560,1,HC
10,WL,1790,1,LC
10,WL,1950,1,LC
10,WW,1960,1,HC
10,WL,2260,1,LC
10,LL,2020,1,HC
10,WL,1270,1,LC
10,LL,1990,1,HC
10,WL,2340,0,LC
10,WW,1260,0,HC
10,LL,3390,0,HC
10,WL,3300,1,LC
11,WL,2100,0,LC
11,WL,1080,1,LC
11,WW,1570,0,HC
11,LL,2330,1,HC
11,WW,1870,0,HC
11,WL,1700,1,LC
11,WL,2350,1,LC
11,LL,1850,1,HC
11,WL,3590,1,LC
11,WL,1540,1,LC
11,LL,2600,1,HC
11,WW,1110,0,HC
11,WL,1960,0,LC
11,LL,1440,1,HC
11,WW,1810,0,HC
11,WL,1720,1,LC
11,WW,944,1,HC
11,WL,1220,1,LC
11,WL,804,1,LC
11,LL,2140,1,HC
11,LL,2670,0,HC
11,WL,1100,1,LC
11,WW,2560,1,HC
11,WL,1500,1,LC
11,WW,504,1,HC
11,WL,899,1,LC
11,WL,533,1,LC
11,LL,2610,0,HC
11,WL,901,1,LC
11,WL,2680,1,LC
11,LL,2500,0,HC
11,WW,1490,1,HC
11,WL,1140,1,LC
11,WL,859,1,LC
11,LL,1940,1,HC
11,WW,986,0,HC
11,LL,1990,1,HC
11,WL,1010,1,LC
11,WW,1590,0,HC
11,WL,906,1,LC
11,WW,2170,0,HC
11,WL,1550,1,LC
11,LL,1430,1,HC
11,WL,1140,1,LC
11,WW,1320,1,HC
11,LL,2120,1,HC
11,WL,1720,1,LC
11,WL,2140,1,LC
11,WW,814,1,HC
11,WL,2580,1,LC
11,WL,1450,1,LC
11,LL,1830,1,HC
11,WL,3810,0,LC
11,LL,1030,0,HC
11,WL,1040,1,LC
11,WW,2610,1,HC
11,LL,3260,1,HC
11,WL,1080,0,LC
11,WW,600,1,HC
11,WL,3360,1,LC
11,WL,3500,1,LC
11,LL,2370,1,HC
11,WL,1030,1,LC
11,WW,818,1,HC
11,WL,1380,1,LC
11,WW,2090,1,HC
11,LL,2100,1,HC
11,WL,2260,1,LC
11,WL,1280,1,LC
11,WW,1170,1,HC
11,WL,1620,1,LC
11,LL,2560,1,HC
11,WW,3010,1,HC
11,WL,2450,0,LC
11,WL,1640,1,LC
11,LL,2240,1,HC
11,WL,3770,1,LC
11,WL,2380,1,LC
11,WW,1690,1,HC
11,LL,2610,1,HC
11,WL,943,1,LC
11,WW,936,1,HC
11,WL,921,1,LC
11,LL,1890,0,HC
11,WL,1050,1,LC
11,WL,780,1,LC
11,WW,2010,0,HC
11,LL,1200,0,HC
11,LL,1110,0,HC
11,WL,673,0,LC
11,WW,1090,0,HC
11,WL,1230,1,LC
11,WL,1380,1,LC
11,WL,2110,1,LC
11,WW,1700,0,HC
11,LL,1590,0,HC
11,WL,2420,1,LC
11,WL,1180,1,LC
11,WW,2820,1,HC
11,LL,1760,1,HC
11,WW,1230,1,HC
11,WL,1760,1,LC
11,WL,3060,1,LC
11,LL,2930,1,HC
11,WL,2400,1,LC
11,WW,1730,1,HC
11,WL,2170,1,LC
11,LL,2370,1,HC
11,LL,2350,1,HC
11,WL,3010,1,LC
11,WW,1630,1,HC
11,WL,2960,1,LC
11,WL,1050,1,LC
11,WL,1110,1,LC
11,WW,1860,1,HC
11,LL,2120,1,HC
11,WL,822,1,LC
11,WW,1380,1,HC
11,LL,1020,1,HC
11,WL,798,0,LC
11,WL,2420,1,LC
11,WW,1030,1,HC
11,LL,1840,1,HC
11,WL,2110,1,LC
11,LL,1560,1,HC
11,WL,1460,1,LC
11,WL,778,1,LC
11,WW,930,0,HC
11,LL,1140,1,HC
11,WL,1230,1,LC
11,WL,1050,1,LC
11,WW,2380,0,HC
11,WL,884,1,LC
11,LL,2280,1,HC
11,WW,2860,1,HC
11,WL,2170,1,LC
11,LL,1500,1,HC
11,WW,3080,0,HC
11,WL,2500,1,LC
11,WL,2010,1,LC
11,LL,1260,1,HC
11,WL,2540,1,LC
11,WW,1770,1,HC
11,WL,890,1,LC
11,WW,1290,0,HC
11,WL,1340,1,LC
11,WL,565,1,LC
11,WL,494,1,LC
11,LL,1280,1,HC
11,WL,1500,1,LC
11,WW,2980,1,HC
11,WL,2590,1,LC
11,WW,3500,1,HC
11,WL,1490,1,LC
11,LL,2710,1,HC
11,LL,1710,1,HC
11,WL,1260,1,LC
11,WW,2890,1,HC
11,WL,2260,1,LC
11,WL,2090,1,LC
11,LL,2790,0,HC
11,WL,1160,1,LC
11,WW,2120,0,HC
11,WL,1560,1,LC
11,WW,1230,1,HC
11,LL,1630,0,HC
11,WL,1170,1,LC
11,WW,1120,1,HC
11,WL,2120,1,LC
